,kenteken,voertuigsoort,merk,handelsbenaming,inrichting,eerste_kleur,aantal_cilinders,massa_ledig_voertuig,wam_verzekerd,aantal_deuren,aantal_wielen,europese_voertuigcategorie,vermogen_massarijklaar,datum_tenaamstelling_dt,datum_eerste_toelating_dt,datum_eerste_tenaamstelling_in_nederland_dt,brandstof_volgnummer,brandstof_omschrijving,emissiecode_omschrijving,milieuklasse_eg_goedkeuring_licht,klasse_hybride_elektrisch_voertuig,uitlaatemissieniveau
8737,V014KD,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-11-15T00:00:00.000,2017-11-15T00:00:00.000,1,Elektriciteit,Z,,,
8738,V014NK,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-03-28T00:00:00.000,2018-03-28T00:00:00.000,1,Elektriciteit,Z,,,
8739,V016KD,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-11-15T00:00:00.000,2017-11-15T00:00:00.000,1,Elektriciteit,Z,,,
8740,V017KD,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-11-15T00:00:00.000,2017-11-15T00:00:00.000,1,Elektriciteit,Z,,,
8741,V017NK,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-03-28T00:00:00.000,2018-03-28T00:00:00.000,1,Elektriciteit,Z,,,
8742,V021KD,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-11-15T00:00:00.000,2017-11-15T00:00:00.000,1,Elektriciteit,Z,,,
8743,V023KD,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-11-15T00:00:00.000,2017-11-15T00:00:00.000,1,Elektriciteit,Z,,,
8744,V025KD,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-11-15T00:00:00.000,2017-11-15T00:00:00.000,1,Elektriciteit,Z,,,
8745,V106NS,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-04-17T00:00:00.000,2018-04-17T00:00:00.000,1,Elektriciteit,Z,,,
8746,V111KH,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-11-28T00:00:00.000,2017-11-28T00:00:00.000,1,Elektriciteit,Z,,,
8747,V112KH,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-11-28T00:00:00.000,2017-11-28T00:00:00.000,1,Elektriciteit,Z,,,
8748,V113NS,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-04-17T00:00:00.000,2018-04-17T00:00:00.000,1,Elektriciteit,Z,,,
8749,V118NS,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-04-17T00:00:00.000,2018-04-17T00:00:00.000,1,Elektriciteit,Z,,,
8750,V158NJ,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-03-28T00:00:00.000,2018-03-28T00:00:00.000,1,Elektriciteit,Z,,,
8751,V160NJ,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-03-28T00:00:00.000,2018-03-28T00:00:00.000,1,Elektriciteit,Z,,,
8752,V163NJ,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-03-28T00:00:00.000,2018-03-28T00:00:00.000,1,Elektriciteit,Z,,,
8753,V186HS,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-08-14T00:00:00.000,2017-08-14T00:00:00.000,1,Elektriciteit,Z,,,
8754,V188HS,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-08-14T00:00:00.000,2017-08-14T00:00:00.000,1,Elektriciteit,Z,,,
8755,V198HS,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-08-14T00:00:00.000,2017-08-14T00:00:00.000,1,Elektriciteit,Z,,,
8756,V200HS,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-08-14T00:00:00.000,2017-08-14T00:00:00.000,1,Elektriciteit,Z,,,
8757,V208HS,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-08-14T00:00:00.000,2017-08-14T00:00:00.000,1,Elektriciteit,Z,,,
8758,V211NN,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-04-04T00:00:00.000,2018-04-04T00:00:00.000,1,Elektriciteit,Z,,,
8759,V212NN,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-04-04T00:00:00.000,2018-04-04T00:00:00.000,1,Elektriciteit,Z,,,
8760,V214NN,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-04-04T00:00:00.000,2018-04-04T00:00:00.000,1,Elektriciteit,Z,,,
8761,V229ND,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-03-12T00:00:00.000,2018-03-12T00:00:00.000,1,Elektriciteit,Z,,,
8762,V234ND,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-03-12T00:00:00.000,2018-03-12T00:00:00.000,1,Elektriciteit,Z,,,
8763,V236ND,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-03-12T00:00:00.000,2018-03-12T00:00:00.000,1,Elektriciteit,Z,,,
8764,V241ND,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-03-12T00:00:00.000,2018-03-12T00:00:00.000,1,Elektriciteit,Z,,,
8765,V243ND,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-03-12T00:00:00.000,2018-03-12T00:00:00.000,1,Elektriciteit,Z,,,
8766,V273JZ,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-11-08T00:00:00.000,2017-11-08T00:00:00.000,1,Elektriciteit,Z,,,
8767,V274JZ,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-11-08T00:00:00.000,2017-11-08T00:00:00.000,1,Elektriciteit,Z,,,
8768,V275JZ,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-11-08T00:00:00.000,2017-11-08T00:00:00.000,1,Elektriciteit,Z,,,
8769,V276JZ,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-11-08T00:00:00.000,2017-11-08T00:00:00.000,1,Elektriciteit,Z,,,
8770,V277JZ,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-11-08T00:00:00.000,2017-11-08T00:00:00.000,1,Elektriciteit,Z,,,
8771,V277LV,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-02-26T00:00:00.000,2018-02-26T00:00:00.000,1,Elektriciteit,Z,,,
8772,V278JZ,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2022-12-23T00:00:00.000,2017-11-08T00:00:00.000,2017-11-08T00:00:00.000,1,Elektriciteit,Z,,,
8773,V279JZ,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-11-08T00:00:00.000,2017-11-08T00:00:00.000,1,Elektriciteit,Z,,,
8774,V279LV,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-02-26T00:00:00.000,2018-02-26T00:00:00.000,1,Elektriciteit,Z,,,
8775,V280JZ,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-11-08T00:00:00.000,2017-11-08T00:00:00.000,1,Elektriciteit,Z,,,
8776,V281JZ,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-11-08T00:00:00.000,2017-11-08T00:00:00.000,1,Elektriciteit,Z,,,
8777,V296PB,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-05-03T00:00:00.000,2018-05-03T00:00:00.000,1,Elektriciteit,Z,,,
8778,V303JB,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-09-07T00:00:00.000,2017-09-07T00:00:00.000,1,Elektriciteit,Z,,,
8779,V303PB,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-05-03T00:00:00.000,2018-05-03T00:00:00.000,1,Elektriciteit,Z,,,
8780,V304JB,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-09-07T00:00:00.000,2017-09-07T00:00:00.000,1,Elektriciteit,Z,,,
8781,V304PB,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-05-03T00:00:00.000,2018-05-03T00:00:00.000,1,Elektriciteit,Z,,,
8782,V305JB,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-09-07T00:00:00.000,2017-09-07T00:00:00.000,1,Elektriciteit,Z,,,
8783,V306JB,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-09-07T00:00:00.000,2017-09-07T00:00:00.000,1,Elektriciteit,Z,,,
8784,V307PB,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-05-03T00:00:00.000,2018-05-03T00:00:00.000,1,Elektriciteit,Z,,,
8785,V309JB,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-09-07T00:00:00.000,2017-09-07T00:00:00.000,1,Elektriciteit,Z,,,
8786,V309NR,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-04-17T00:00:00.000,2018-04-17T00:00:00.000,1,Elektriciteit,Z,,,
8787,V310JB,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-09-07T00:00:00.000,2017-09-07T00:00:00.000,1,Elektriciteit,Z,,,
8788,V311JB,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-09-07T00:00:00.000,2017-09-07T00:00:00.000,1,Elektriciteit,Z,,,
8789,V316JF,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-09-21T00:00:00.000,2017-09-21T00:00:00.000,1,Elektriciteit,Z,,,
8790,V316NR,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-04-17T00:00:00.000,2018-04-17T00:00:00.000,1,Elektriciteit,Z,,,
8791,V320JF,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-09-21T00:00:00.000,2017-09-21T00:00:00.000,1,Elektriciteit,Z,,,
8792,V320NR,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-04-17T00:00:00.000,2018-04-17T00:00:00.000,1,Elektriciteit,Z,,,
8793,V321JF,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-09-21T00:00:00.000,2017-09-21T00:00:00.000,1,Elektriciteit,Z,,,
8794,V321NR,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-04-17T00:00:00.000,2018-04-17T00:00:00.000,1,Elektriciteit,Z,,,
8795,V322JF,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-09-21T00:00:00.000,2017-09-21T00:00:00.000,1,Elektriciteit,Z,,,
8796,V323JF,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-09-21T00:00:00.000,2017-09-21T00:00:00.000,1,Elektriciteit,Z,,,
8797,V323NR,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-04-17T00:00:00.000,2018-04-17T00:00:00.000,1,Elektriciteit,Z,,,
8798,V324JF,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-09-21T00:00:00.000,2017-09-21T00:00:00.000,1,Elektriciteit,Z,,,
8799,V352LX,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-03-01T00:00:00.000,2018-03-01T00:00:00.000,1,Elektriciteit,Z,,,
8800,V354LX,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-03-01T00:00:00.000,2018-03-01T00:00:00.000,1,Elektriciteit,Z,,,
8801,V356LX,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-03-01T00:00:00.000,2018-03-01T00:00:00.000,1,Elektriciteit,Z,,,
8802,V359NF,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-03-16T00:00:00.000,2018-03-16T00:00:00.000,1,Elektriciteit,Z,,,
8803,V360HP,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-08-02T00:00:00.000,2017-08-02T00:00:00.000,1,Elektriciteit,Z,,,
8804,V361HD,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-07-04T00:00:00.000,2017-07-04T00:00:00.000,1,Elektriciteit,Z,,,
8805,V361HP,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-08-02T00:00:00.000,2017-08-02T00:00:00.000,1,Elektriciteit,Z,,,
8806,V361NF,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-03-16T00:00:00.000,2018-03-16T00:00:00.000,1,Elektriciteit,Z,,,
8807,V363HP,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-08-02T00:00:00.000,2017-08-02T00:00:00.000,1,Elektriciteit,Z,,,
8808,V363NT,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-04-19T00:00:00.000,2018-04-19T00:00:00.000,1,Elektriciteit,Z,,,
8809,V364HP,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-08-02T00:00:00.000,2017-08-02T00:00:00.000,1,Elektriciteit,Z,,,
8810,V364NF,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-03-16T00:00:00.000,2018-03-16T00:00:00.000,1,Elektriciteit,Z,,,
8811,V365HP,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-08-02T00:00:00.000,2017-08-02T00:00:00.000,1,Elektriciteit,Z,,,
8812,V366HP,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-08-02T00:00:00.000,2017-08-02T00:00:00.000,1,Elektriciteit,Z,,,
8813,V367HP,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-08-02T00:00:00.000,2017-08-02T00:00:00.000,1,Elektriciteit,Z,,,
8814,V368HP,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-08-02T00:00:00.000,2017-08-02T00:00:00.000,1,Elektriciteit,Z,,,
8815,V370HP,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-08-02T00:00:00.000,2017-08-02T00:00:00.000,1,Elektriciteit,Z,,,
8816,V371HP,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-08-02T00:00:00.000,2017-08-02T00:00:00.000,1,Elektriciteit,Z,,,
8817,V372HP,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-08-02T00:00:00.000,2017-08-02T00:00:00.000,1,Elektriciteit,Z,,,
8818,V373JK,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-10-02T00:00:00.000,2017-10-02T00:00:00.000,1,Elektriciteit,Z,,,
8819,V374JK,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-10-02T00:00:00.000,2017-10-02T00:00:00.000,1,Elektriciteit,Z,,,
8820,V376JK,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-10-02T00:00:00.000,2017-10-02T00:00:00.000,1,Elektriciteit,Z,,,
8821,V377LR,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-02-16T00:00:00.000,2018-02-16T00:00:00.000,1,Elektriciteit,Z,,,
8822,V378JK,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-10-02T00:00:00.000,2017-10-02T00:00:00.000,1,Elektriciteit,Z,,,
8823,V379JK,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-10-02T00:00:00.000,2017-10-02T00:00:00.000,1,Elektriciteit,Z,,,
8824,V379LR,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2018-02-16T00:00:00.000,2018-02-16T00:00:00.000,1,Elektriciteit,Z,,,
8825,V380JK,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-10-02T00:00:00.000,2017-10-02T00:00:00.000,1,Elektriciteit,Z,,,
8826,V383HG,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-07-06T00:00:00.000,2017-07-06T00:00:00.000,1,Elektriciteit,Z,,,
8827,V409JH,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-09-27T00:00:00.000,2017-09-27T00:00:00.000,1,Elektriciteit,Z,,,
8828,V410JH,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-09-27T00:00:00.000,2017-09-27T00:00:00.000,1,Elektriciteit,Z,,,
8829,V411JH,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-09-27T00:00:00.000,2017-09-27T00:00:00.000,1,Elektriciteit,Z,,,
8830,V412JH,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-09-27T00:00:00.000,2017-09-27T00:00:00.000,1,Elektriciteit,Z,,,
8831,V428HT,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-08-21T00:00:00.000,2017-08-21T00:00:00.000,1,Elektriciteit,Z,,,
8832,V429HT,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-08-21T00:00:00.000,2017-08-21T00:00:00.000,1,Elektriciteit,Z,,,
8833,V430HT,Bedrijfsauto,VAN BLITTERSWIJK,G4 ECO- MOBILITEIT,huifopbouw,N.v.t.,,1199,Ja,,4,N1,0.01,2019-05-06T00:00:00.000,2017-08-21T00:00:00.000,2017-08-21T00:00:00.000,1,Elektriciteit,Z,,,
