,kenteken,voertuigsoort,merk,handelsbenaming,inrichting,eerste_kleur,massa_ledig_voertuig,wam_verzekerd,aantal_wielen,europese_voertuigcategorie,datum_tenaamstelling_dt,datum_eerste_toelating_dt,datum_eerste_tenaamstelling_in_nederland_dt,aantal_deuren,aantal_cilinders,vermogen_massarijklaar,brandstof_volgnummer,brandstof_omschrijving,emissiecode_omschrijving,klasse_hybride_elektrisch_voertuig,uitlaatemissieniveau,milieuklasse_eg_goedkeuring_licht
15497,VNL99S,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2022-02-07T00:00:00.000,2021-12-30T00:00:00.000,2021-12-30T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15498,VNN06G,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2022-01-07T00:00:00.000,2022-01-07T00:00:00.000,2022-01-07T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15499,VNN19L,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2021-12-23T00:00:00.000,2021-12-23T00:00:00.000,2021-12-23T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15500,VNN67S,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Nee,4,N1,2021-12-30T00:00:00.000,2021-12-30T00:00:00.000,2021-12-30T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15501,VNN68S,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Nee,4,N1,2021-12-30T00:00:00.000,2021-12-30T00:00:00.000,2021-12-30T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15502,VNN69S,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Nee,4,N1,2021-12-30T00:00:00.000,2021-12-30T00:00:00.000,2021-12-30T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15503,VNP41S,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2021-12-29T00:00:00.000,2021-12-29T00:00:00.000,2021-12-29T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15504,VNP48S,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2021-12-29T00:00:00.000,2021-12-29T00:00:00.000,2021-12-29T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15505,VNP76L,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2021-12-28T00:00:00.000,2021-12-28T00:00:00.000,2021-12-28T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15506,VNP84L,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2022-03-02T00:00:00.000,2021-12-28T00:00:00.000,2021-12-28T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15507,VNP85L,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2021-12-28T00:00:00.000,2021-12-28T00:00:00.000,2021-12-28T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15508,VNP86L,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2021-12-28T00:00:00.000,2021-12-28T00:00:00.000,2021-12-28T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15509,VNR55V,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2022-01-18T00:00:00.000,2022-01-18T00:00:00.000,2022-01-18T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15510,VPG91K,Bedrijfsauto,MERCEDES-BENZ,EQV,gesloten opbouw,N.v.t.,2461,Ja,4,N1,2022-03-09T00:00:00.000,2020-12-18T00:00:00.000,2022-03-09T00:00:00.000,5,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15511,VPN73G,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2022-08-09T00:00:00.000,2022-08-09T00:00:00.000,2022-08-09T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15512,VPN74G,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2022-07-11T00:00:00.000,2022-07-11T00:00:00.000,2022-07-11T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15513,VPN75G,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2022-07-11T00:00:00.000,2022-07-11T00:00:00.000,2022-07-11T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15514,VPN76G,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2022-07-11T00:00:00.000,2022-07-11T00:00:00.000,2022-07-11T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15515,VPN77G,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2022-07-11T00:00:00.000,2022-07-11T00:00:00.000,2022-07-11T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15516,VPT27S,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2022-07-13T00:00:00.000,2022-07-13T00:00:00.000,2022-07-13T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15517,VPT28S,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2022-07-13T00:00:00.000,2022-07-13T00:00:00.000,2022-07-13T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15518,VPT29S,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2022-07-13T00:00:00.000,2022-07-13T00:00:00.000,2022-07-13T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15519,VPT30S,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2022-07-13T00:00:00.000,2022-07-13T00:00:00.000,2022-07-13T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15520,VPT31S,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2022-08-10T00:00:00.000,2022-08-10T00:00:00.000,2022-08-10T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15521,VKK16Z,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2160,Ja,4,N1,2021-06-11T00:00:00.000,2021-06-11T00:00:00.000,2021-06-11T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15522,VLP33Z,Bedrijfsauto,FIAT,FIAT DUCATO,gesloten opbouw,N.v.t.,2460,Ja,4,N1,2021-09-24T00:00:00.000,2021-09-24T00:00:00.000,2021-09-24T00:00:00.000,3,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15523,VNF68L,Bedrijfsauto,FIAT,FIAT DUCATO,gesloten opbouw,N.v.t.,2460,Ja,4,N1,2021-11-18T00:00:00.000,2021-11-18T00:00:00.000,2021-11-18T00:00:00.000,3,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15524,VNG09Z,Bedrijfsauto,AUDI,Q7,gesloten opbouw,N.v.t.,1975,Ja,4,N1,2022-12-23T00:00:00.000,2020-07-16T00:00:00.000,2021-12-13T00:00:00.000,,6,0.00,2,Elektriciteit,6,NOVC-HEV,EURO 6 DG,715/2007*2018/1832DG
15525,VNX11Z,Bedrijfsauto,FIAT,FIAT DUCATO,gesloten opbouw,N.v.t.,2460,Ja,4,N1,2022-02-10T00:00:00.000,2022-02-10T00:00:00.000,2022-02-10T00:00:00.000,3,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15526,VNX12Z,Bedrijfsauto,FIAT,FIAT DUCATO,gesloten opbouw,N.v.t.,2460,Ja,4,N1,2022-02-15T00:00:00.000,2022-02-15T00:00:00.000,2022-02-15T00:00:00.000,3,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15527,VPJ57H,Bedrijfsauto,FIAT,FIAT DUCATO,gesloten opbouw,N.v.t.,2460,Ja,4,N1,2022-03-23T00:00:00.000,2022-03-23T00:00:00.000,2022-03-23T00:00:00.000,3,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15528,VPJ58H,Bedrijfsauto,FIAT,FIAT DUCATO,gesloten opbouw,N.v.t.,2460,Ja,4,N1,2022-04-06T00:00:00.000,2022-04-06T00:00:00.000,2022-04-06T00:00:00.000,3,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15529,VPP67P,Bedrijfsauto,FIAT,FIAT DUCATO,gesloten opbouw,N.v.t.,2460,Ja,4,N1,2022-04-20T00:00:00.000,2022-04-20T00:00:00.000,2022-04-20T00:00:00.000,3,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15530,VRF85S,Bedrijfsauto,FIAT,FIAT DUCATO,gesloten opbouw,N.v.t.,2460,Ja,4,N1,2022-06-21T00:00:00.000,2022-06-21T00:00:00.000,2022-06-21T00:00:00.000,3,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15531,VRF86S,Bedrijfsauto,FIAT,FIAT DUCATO,gesloten opbouw,N.v.t.,2460,Ja,4,N1,2022-06-21T00:00:00.000,2022-06-21T00:00:00.000,2022-06-21T00:00:00.000,3,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15532,VRF87S,Bedrijfsauto,FIAT,FIAT DUCATO,gesloten opbouw,N.v.t.,2460,Ja,4,N1,2022-06-21T00:00:00.000,2022-06-21T00:00:00.000,2022-06-21T00:00:00.000,3,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15533,VRF88S,Bedrijfsauto,FIAT,FIAT DUCATO,gesloten opbouw,N.v.t.,2460,Ja,4,N1,2022-06-21T00:00:00.000,2022-06-21T00:00:00.000,2022-06-21T00:00:00.000,3,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15534,VRG76V,Bedrijfsauto,FIAT,FIAT DUCATO,gesloten opbouw,N.v.t.,2460,Ja,4,N1,2023-03-14T00:00:00.000,2022-07-04T00:00:00.000,2022-07-04T00:00:00.000,3,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15535,VRK28J,Bedrijfsauto,FIAT,FIAT DUCATO,gesloten opbouw,N.v.t.,2460,Ja,4,N1,2022-07-22T00:00:00.000,2022-07-22T00:00:00.000,2022-07-22T00:00:00.000,3,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15536,VRT38N,Bedrijfsauto,FIAT,FIAT DUCATO,gesloten opbouw,N.v.t.,2460,Ja,4,N1,2022-11-01T00:00:00.000,2022-11-01T00:00:00.000,2022-11-01T00:00:00.000,3,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15537,VRT39N,Bedrijfsauto,FIAT,FIAT DUCATO,gesloten opbouw,N.v.t.,2460,Ja,4,N1,2022-08-30T00:00:00.000,2022-08-30T00:00:00.000,2022-08-30T00:00:00.000,3,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15538,VRZ67G,Bedrijfsauto,FIAT,FIAT DUCATO,gesloten opbouw,N.v.t.,2460,Ja,4,N1,2022-09-20T00:00:00.000,2022-09-20T00:00:00.000,2022-09-20T00:00:00.000,3,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15539,VST43S,Bedrijfsauto,TOYOTA,PROACE,neerklapbare zijschotten,N.v.t.,2060,Ja,4,N1,2022-12-14T00:00:00.000,2022-12-14T00:00:00.000,2022-12-14T00:00:00.000,2,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15540,VST44S,Bedrijfsauto,TOYOTA,PROACE,neerklapbare zijschotten,N.v.t.,2060,Ja,4,N1,2023-01-18T00:00:00.000,2023-01-18T00:00:00.000,2023-01-18T00:00:00.000,2,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15541,VTL10K,Bedrijfsauto,FIAT,FIAT DUCATO,gesloten opbouw,N.v.t.,2460,Ja,4,N1,2023-01-31T00:00:00.000,2023-01-31T00:00:00.000,2023-01-31T00:00:00.000,3,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15542,VPS17F,Bedrijfsauto,TOYOTA,PROACE,neerklapbare zijschotten,N.v.t.,2059,Ja,4,N1,2022-05-03T00:00:00.000,2022-05-03T00:00:00.000,2022-05-03T00:00:00.000,2,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15543,VTS91T,Bedrijfsauto,OPEL,VIVARO,neerklapbare zijschotten,N.v.t.,2059,Ja,4,N1,2023-03-07T00:00:00.000,2023-03-07T00:00:00.000,2023-03-07T00:00:00.000,2,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15544,VNR44L,Bedrijfsauto,VOLKSWAGEN,ABT E-TRANSPORTER,gesloten opbouw,N.v.t.,2158,Ja,4,N1,2022-11-19T00:00:00.000,2020-01-29T00:00:00.000,2022-02-24T00:00:00.000,4,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15545,VPG82L,Bedrijfsauto,VOLKSWAGEN,ABT E-TRANSPORTER,gesloten opbouw,N.v.t.,2158,Ja,4,N1,2023-01-14T00:00:00.000,2020-03-31T00:00:00.000,2022-06-10T00:00:00.000,4,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15546,VTG04S,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2457,Ja,4,N1,2023-02-13T00:00:00.000,2023-02-13T00:00:00.000,2023-02-13T00:00:00.000,4,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15547,VTP49G,Bedrijfsauto,LAND ROVER,DEFENDER,gesloten opbouw,N.v.t.,2157,Ja,4,N1,2023-02-16T00:00:00.000,2023-02-16T00:00:00.000,2023-02-16T00:00:00.000,5,6,0.00,2,Elektriciteit,6,NOVC-HEV,EURO 6 AP,715/2007*2018/1832AP
15548,VKS35X,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2156,Ja,4,N1,2021-06-14T00:00:00.000,2021-06-14T00:00:00.000,2021-06-14T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15549,VNH67L,Bedrijfsauto,RENAULT,MASTER ZE,gesloten opbouw,N.v.t.,2056,Ja,4,N1,2021-11-29T00:00:00.000,2021-11-29T00:00:00.000,2021-11-29T00:00:00.000,,,0.02,1,Elektriciteit,Z,,AX,
15550,VPZ07G,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2156,Ja,4,N1,2022-11-01T00:00:00.000,2020-02-06T00:00:00.000,2022-06-28T00:00:00.000,4,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15551,VLD94R,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2155,Ja,4,N1,2021-08-23T00:00:00.000,2021-07-22T00:00:00.000,2021-07-22T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15552,VNT28Z,Bedrijfsauto,MAXUS,MAXUS E-DELIVER 3,gesloten opbouw,N.v.t.,1505,Ja,4,N1,2022-02-10T00:00:00.000,2022-02-10T00:00:00.000,2022-02-10T00:00:00.000,2,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15553,VNV34V,Bedrijfsauto,MAXUS,MAXUS E-DELIVER 3,gesloten opbouw,N.v.t.,1505,Ja,4,N1,2022-04-12T00:00:00.000,2022-01-26T00:00:00.000,2022-01-26T00:00:00.000,2,,0.02,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15554,VSB63F,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2155,Ja,4,N1,2022-09-23T00:00:00.000,2020-12-22T00:00:00.000,2022-09-21T00:00:00.000,0,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15555,VPX13D,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2154,Ja,4,N1,2022-05-16T00:00:00.000,2020-12-17T00:00:00.000,2022-05-16T00:00:00.000,0,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15556,VKV99N,Bedrijfsauto,MERCEDES-BENZ,ESPRINTER,gesloten opbouw,N.v.t.,2453,Ja,4,N1,2021-07-09T00:00:00.000,2021-07-09T00:00:00.000,2021-07-09T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15557,VRL73H,Bedrijfsauto,VOLKSWAGEN,ABT E-TRANSPORTER 6.1,gesloten opbouw,N.v.t.,2153,Ja,4,N1,2022-10-12T00:00:00.000,2020-10-20T00:00:00.000,2022-10-12T00:00:00.000,,,0.02,1,Elektriciteit,Z,,,
15558,VGR35K,Bedrijfsauto,GOUPIL,G6,kipper,N.v.t.,1549,Ja,4,N1,2020-09-01T00:00:00.000,2020-09-01T00:00:00.000,2020-09-01T00:00:00.000,2,,0.01,1,Elektriciteit,Z,,AX,715/2007*2018/1832*AX
15559,VHT17P,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2148,Ja,4,N1,2020-12-29T00:00:00.000,2020-12-29T00:00:00.000,2020-12-29T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15560,VHT83N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2148,Ja,4,N1,2020-12-28T00:00:00.000,2020-12-28T00:00:00.000,2020-12-28T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15561,VHT84N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2148,Ja,4,N1,2020-12-29T00:00:00.000,2020-12-29T00:00:00.000,2020-12-29T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15562,VLF31V,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2147,Ja,4,N1,2021-09-15T00:00:00.000,2021-09-15T00:00:00.000,2021-09-15T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15563,VTF85F,Bedrijfsauto,MERCEDES-BENZ,EQV,gesloten opbouw,N.v.t.,2447,Ja,4,N1,2023-01-18T00:00:00.000,2023-01-18T00:00:00.000,2023-01-18T00:00:00.000,5,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15564,VNK85N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2146,Ja,4,N1,2022-04-05T00:00:00.000,2021-05-20T00:00:00.000,2022-04-05T00:00:00.000,0,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15565,VSX28L,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2446,Nee,4,N1,2023-03-08T00:00:00.000,2023-03-08T00:00:00.000,2023-03-08T00:00:00.000,4,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15566,VSX41L,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2446,Nee,4,N1,2023-03-08T00:00:00.000,2023-03-08T00:00:00.000,2023-03-08T00:00:00.000,4,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15567,VTH85G,Bedrijfsauto,LAND ROVER,DEFENDER,gesloten opbouw,N.v.t.,2111,Ja,4,N1,2023-01-27T00:00:00.000,2023-01-27T00:00:00.000,2023-01-27T00:00:00.000,5,6,0.00,2,Elektriciteit,6,NOVC-HEV,EURO 6 AP,715/2007*2018/1832AP
15568,V754TR,Bedrijfsauto,MAXUS,MAXUS V80,gesloten opbouw,N.v.t.,2445,Ja,4,N1,2019-08-07T00:00:00.000,2018-12-11T00:00:00.000,2018-12-11T00:00:00.000,4,0,0.02,1,Elektriciteit,Z,,,
15569,VBK98N,Bedrijfsauto,MAXUS,MAXUS V80,gesloten opbouw,N.v.t.,2445,Ja,4,N1,2019-07-27T00:00:00.000,2019-07-27T00:00:00.000,2019-07-27T00:00:00.000,4,0,0.02,1,Elektriciteit,Z,,ZX,715/2007*2016/646ZX
15570,VGH55N,Bedrijfsauto,MAXUS,MAXUS V80,gesloten opbouw,N.v.t.,2445,Ja,4,N1,2020-07-13T00:00:00.000,2020-07-13T00:00:00.000,2020-07-13T00:00:00.000,4,,0.02,1,Elektriciteit,Z,,ZX,715/2007*2016/646ZX
15571,VHR48T,Bedrijfsauto,MAXUS,MAXUS V80,gesloten opbouw,N.v.t.,2445,Ja,4,N1,2020-12-21T00:00:00.000,2017-12-15T00:00:00.000,2020-11-26T00:00:00.000,,,0.04,1,Elektriciteit,Z,,,
15572,VHV82B,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2145,Ja,4,N1,2022-08-24T00:00:00.000,2020-12-31T00:00:00.000,2020-12-31T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15573,VHZ53H,Bedrijfsauto,FORD,TRANSIT CUSTOM,gesloten opbouw,N.v.t.,2145,Ja,4,N1,2021-02-12T00:00:00.000,2021-02-12T00:00:00.000,2021-02-12T00:00:00.000,3,4,0.04,1,Elektriciteit,6,NOVC-HEV,EURO 6 CI,715/2007*2018/1832CI
15574,VJP37H,Bedrijfsauto,MAXUS,MAXUS V80,gesloten opbouw,N.v.t.,2445,Ja,4,N1,2021-08-06T00:00:00.000,2021-03-02T00:00:00.000,2021-03-02T00:00:00.000,4,,0.02,1,Elektriciteit,Z,,ZX,715/2007*2016/646ZX
15575,VJP40H,Bedrijfsauto,MAXUS,MAXUS V80,gesloten opbouw,N.v.t.,2445,Ja,4,N1,2021-08-06T00:00:00.000,2021-02-27T00:00:00.000,2021-02-27T00:00:00.000,4,,0.02,1,Elektriciteit,Z,,ZX,715/2007*2016/646ZX
15576,VSP22F,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2145,Ja,4,N1,2022-11-18T00:00:00.000,2020-02-17T00:00:00.000,2022-11-18T00:00:00.000,4,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15577,VTF18F,Bedrijfsauto,MERCEDES-BENZ,EQV,gesloten opbouw,N.v.t.,2445,Ja,4,N1,2023-01-07T00:00:00.000,2023-01-07T00:00:00.000,2023-01-07T00:00:00.000,5,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15578,VDH85T,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2144,Ja,4,N1,2019-11-06T00:00:00.000,2019-11-06T00:00:00.000,2019-11-06T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,
15579,VKG43V,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2144,Ja,4,N1,2021-06-03T00:00:00.000,2021-06-03T00:00:00.000,2021-06-03T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15580,VHD30D,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2143,Ja,4,N1,2022-05-18T00:00:00.000,2020-10-16T00:00:00.000,2020-10-16T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15581,VHH73Z,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2143,Ja,4,N1,2021-12-06T00:00:00.000,2020-12-28T00:00:00.000,2020-12-28T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15582,VHT13P,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2143,Ja,4,N1,2020-12-29T00:00:00.000,2020-12-29T00:00:00.000,2020-12-29T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15583,VHT16P,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2143,Ja,4,N1,2020-12-29T00:00:00.000,2020-12-29T00:00:00.000,2020-12-29T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15584,VKX20K,Bedrijfsauto,FORD,TRANSIT,gesloten opbouw,N.v.t.,2443,Ja,4,N1,2021-07-05T00:00:00.000,2021-07-05T00:00:00.000,2021-07-05T00:00:00.000,3,4,0.04,1,Elektriciteit,6,NOVC-HEV,EURO 6 CI,715/2007*2018/1832CI
15585,VKX21K,Bedrijfsauto,FORD,TRANSIT,gesloten opbouw,N.v.t.,2443,Ja,4,N1,2021-07-02T00:00:00.000,2021-07-02T00:00:00.000,2021-07-02T00:00:00.000,3,4,0.04,1,Elektriciteit,6,NOVC-HEV,EURO 6 CI,715/2007*2018/1832CI
15586,VKX22K,Bedrijfsauto,FORD,TRANSIT,gesloten opbouw,N.v.t.,2443,Ja,4,N1,2021-07-05T00:00:00.000,2021-07-05T00:00:00.000,2021-07-05T00:00:00.000,3,4,0.04,1,Elektriciteit,6,NOVC-HEV,EURO 6 CI,715/2007*2018/1832CI
15587,VKX23K,Bedrijfsauto,FORD,TRANSIT,gesloten opbouw,N.v.t.,2443,Ja,4,N1,2021-07-02T00:00:00.000,2021-07-02T00:00:00.000,2021-07-02T00:00:00.000,3,4,0.04,1,Elektriciteit,6,NOVC-HEV,EURO 6 CI,715/2007*2018/1832CI
15588,VKX40Z,Bedrijfsauto,FORD,TRANSIT,gesloten opbouw,N.v.t.,2443,Ja,4,N1,2021-07-09T00:00:00.000,2021-07-09T00:00:00.000,2021-07-09T00:00:00.000,3,4,0.04,1,Elektriciteit,6,NOVC-HEV,EURO 6 CI,715/2007*2018/1832CI
15589,VKX41Z,Bedrijfsauto,FORD,TRANSIT,gesloten opbouw,N.v.t.,2443,Ja,4,N1,2021-07-09T00:00:00.000,2021-07-09T00:00:00.000,2021-07-09T00:00:00.000,3,4,0.04,1,Elektriciteit,6,NOVC-HEV,EURO 6 CI,715/2007*2018/1832CI
15590,VKZ61X,Bedrijfsauto,FORD,TRANSIT,gesloten opbouw,N.v.t.,2443,Ja,4,N1,2021-07-16T00:00:00.000,2021-07-16T00:00:00.000,2021-07-16T00:00:00.000,3,4,0.04,1,Elektriciteit,6,NOVC-HEV,EURO 6 CI,715/2007*2018/1832CI
