,kenteken,voertuigsoort,merk,handelsbenaming,inrichting,eerste_kleur,massa_ledig_voertuig,wam_verzekerd,aantal_wielen,europese_voertuigcategorie,datum_tenaamstelling_dt,datum_eerste_toelating_dt,datum_eerste_tenaamstelling_in_nederland_dt,aantal_deuren,aantal_cilinders,vermogen_massarijklaar,brandstof_volgnummer,brandstof_omschrijving,emissiecode_omschrijving,klasse_hybride_elektrisch_voertuig,uitlaatemissieniveau,milieuklasse_eg_goedkeuring_licht
15404,VGT55Z,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2020-12-28T00:00:00.000,2020-12-28T00:00:00.000,2020-12-28T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15405,VGT68Z,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2020-09-03T00:00:00.000,2020-09-03T00:00:00.000,2020-09-03T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15406,VGT69Z,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2020-09-03T00:00:00.000,2020-09-03T00:00:00.000,2020-09-03T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15407,VGV20N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2020-09-30T00:00:00.000,2020-09-30T00:00:00.000,2020-09-30T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15408,VGV90K,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2020-10-26T00:00:00.000,2020-10-26T00:00:00.000,2020-10-26T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15409,VGV91K,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2020-10-05T00:00:00.000,2020-10-05T00:00:00.000,2020-10-05T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15410,VGV92K,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2020-09-30T00:00:00.000,2020-09-30T00:00:00.000,2020-09-30T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15411,VGZ17N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2022-04-14T00:00:00.000,2020-09-23T00:00:00.000,2020-09-23T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15412,VHF39N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2021-01-19T00:00:00.000,2021-01-19T00:00:00.000,2021-01-19T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15413,VHF40N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2020-10-20T00:00:00.000,2020-10-20T00:00:00.000,2020-10-20T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15414,VHF41N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2021-01-19T00:00:00.000,2021-01-19T00:00:00.000,2021-01-19T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15415,VHF42N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2020-10-21T00:00:00.000,2020-10-21T00:00:00.000,2020-10-21T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15416,VHF43N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2020-10-26T00:00:00.000,2020-10-26T00:00:00.000,2020-10-26T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15417,VHF44N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2020-10-16T00:00:00.000,2020-10-16T00:00:00.000,2020-10-16T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15418,VHF60N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2020-10-21T00:00:00.000,2020-10-21T00:00:00.000,2020-10-21T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15419,VHF61N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2020-10-21T00:00:00.000,2020-10-21T00:00:00.000,2020-10-21T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15420,VHF62N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2020-10-19T00:00:00.000,2020-10-19T00:00:00.000,2020-10-19T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15421,VHG51N,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2020-11-05T00:00:00.000,2020-11-05T00:00:00.000,2020-11-05T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15422,VHH45Z,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2022-12-15T00:00:00.000,2020-10-29T00:00:00.000,2020-10-29T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15423,VJR15L,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2021-03-23T00:00:00.000,2021-03-23T00:00:00.000,2021-03-23T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15424,VJR16L,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2021-03-23T00:00:00.000,2021-03-23T00:00:00.000,2021-03-23T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15425,VJR17L,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2021-03-23T00:00:00.000,2021-03-23T00:00:00.000,2021-03-23T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15426,VJR18L,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2021-03-23T00:00:00.000,2021-03-23T00:00:00.000,2021-03-23T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15427,VJR19L,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2021-03-23T00:00:00.000,2021-03-23T00:00:00.000,2021-03-23T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15428,VJR20L,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2021-03-23T00:00:00.000,2021-03-23T00:00:00.000,2021-03-23T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15429,VJR21L,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2021-03-23T00:00:00.000,2021-03-23T00:00:00.000,2021-03-23T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15430,VJR22L,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2021-03-23T00:00:00.000,2021-03-23T00:00:00.000,2021-03-23T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15431,VJR24L,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2021-03-17T00:00:00.000,2021-03-17T00:00:00.000,2021-03-17T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15432,VJR43L,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2021-03-23T00:00:00.000,2021-03-23T00:00:00.000,2021-03-23T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15433,VJR44L,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2021-03-23T00:00:00.000,2021-03-23T00:00:00.000,2021-03-23T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15434,VJR45L,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2021-03-23T00:00:00.000,2021-03-23T00:00:00.000,2021-03-23T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15435,VJR46L,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2021-03-17T00:00:00.000,2021-03-17T00:00:00.000,2021-03-17T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15436,VJR47L,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2021-03-17T00:00:00.000,2021-03-17T00:00:00.000,2021-03-17T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15437,VJR48L,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2021-03-17T00:00:00.000,2021-03-17T00:00:00.000,2021-03-17T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15438,VJR49L,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2021-03-17T00:00:00.000,2021-03-17T00:00:00.000,2021-03-17T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15439,VJR50L,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2021-03-17T00:00:00.000,2021-03-17T00:00:00.000,2021-03-17T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15440,VJR51L,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2021-03-17T00:00:00.000,2021-03-17T00:00:00.000,2021-03-17T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15441,VJR52L,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2021-03-17T00:00:00.000,2021-03-17T00:00:00.000,2021-03-17T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15442,VJT21H,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2162,Ja,4,N1,2021-03-23T00:00:00.000,2021-03-23T00:00:00.000,2021-03-23T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15443,VPG85D,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2462,Ja,4,N1,2022-03-23T00:00:00.000,2022-03-23T00:00:00.000,2022-03-23T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15444,VPH51G,Bedrijfsauto,MERCEDES-BENZ,EQV,gesloten opbouw,N.v.t.,2462,Ja,4,N1,2022-03-12T00:00:00.000,2022-03-12T00:00:00.000,2022-03-12T00:00:00.000,5,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15445,VPH67B,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2462,Ja,4,N1,2022-03-30T00:00:00.000,2022-03-30T00:00:00.000,2022-03-30T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15446,VPH68B,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2462,Ja,4,N1,2022-03-30T00:00:00.000,2022-03-30T00:00:00.000,2022-03-30T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15447,VPP01D,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2462,Ja,4,N1,2022-04-15T00:00:00.000,2022-04-15T00:00:00.000,2022-04-15T00:00:00.000,3,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15448,VPP51J,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2462,Ja,4,N1,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15449,VPP52J,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2462,Ja,4,N1,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15450,VPP53J,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2462,Ja,4,N1,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15451,VPP54J,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2462,Ja,4,N1,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15452,VPP55J,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2462,Ja,4,N1,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15453,VPP56J,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2462,Ja,4,N1,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15454,VPP57J,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2462,Ja,4,N1,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15455,VPP58J,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2462,Ja,4,N1,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15456,VPP59J,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2462,Ja,4,N1,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15457,VPP60J,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2462,Ja,4,N1,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15458,VPP85X,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2462,Ja,4,N1,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,4,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15459,VPP86X,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2462,Ja,4,N1,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,4,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15460,VPP87X,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2462,Ja,4,N1,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,4,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15461,VPP89X,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2462,Ja,4,N1,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,4,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15462,VPP90X,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2462,Ja,4,N1,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,4,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15463,VPP91X,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2462,Ja,4,N1,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,4,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15464,VPP95X,Bedrijfsauto,MERCEDES-BENZ,EVITO TOURER,gesloten opbouw,N.v.t.,2462,Ja,4,N1,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,4,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15465,VKS37X,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2022-09-22T00:00:00.000,2021-06-14T00:00:00.000,2021-06-14T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15466,VKT11Z,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2022-10-11T00:00:00.000,2021-06-29T00:00:00.000,2021-06-29T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15467,VKV02P,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2022-11-28T00:00:00.000,2021-07-09T00:00:00.000,2021-07-09T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15468,VKZ72B,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2021-06-30T00:00:00.000,2021-06-30T00:00:00.000,2021-06-30T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15469,VKZ81Z,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2021-07-08T00:00:00.000,2021-07-08T00:00:00.000,2021-07-08T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15470,VLB95F,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2021-09-30T00:00:00.000,2021-09-30T00:00:00.000,2021-09-30T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15471,VLF55V,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2021-07-29T00:00:00.000,2021-07-29T00:00:00.000,2021-07-29T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15472,VLJ06R,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2021-09-08T00:00:00.000,2021-09-08T00:00:00.000,2021-09-08T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15473,VLL44Z,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2022-06-29T00:00:00.000,2021-09-07T00:00:00.000,2021-09-07T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15474,VLP75D,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2021-10-04T00:00:00.000,2021-09-20T00:00:00.000,2021-09-20T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15475,VLR70H,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2021-12-06T00:00:00.000,2021-12-06T00:00:00.000,2021-12-06T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15476,VLS44Z,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2021-10-21T00:00:00.000,2021-10-21T00:00:00.000,2021-10-21T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15477,VLS45Z,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2021-10-14T00:00:00.000,2021-10-14T00:00:00.000,2021-10-14T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15478,VLS46Z,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2021-10-08T00:00:00.000,2021-10-08T00:00:00.000,2021-10-08T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15479,VLS47Z,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2021-10-21T00:00:00.000,2021-10-21T00:00:00.000,2021-10-21T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15480,VLS48Z,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2021-10-18T00:00:00.000,2021-10-18T00:00:00.000,2021-10-18T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15481,VLS49Z,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2021-10-21T00:00:00.000,2021-10-21T00:00:00.000,2021-10-21T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15482,VLS50Z,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2021-10-27T00:00:00.000,2021-10-27T00:00:00.000,2021-10-27T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15483,VLS51Z,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2021-10-12T00:00:00.000,2021-10-12T00:00:00.000,2021-10-12T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15484,VLS52Z,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2021-10-08T00:00:00.000,2021-10-08T00:00:00.000,2021-10-08T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15485,VLS53Z,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2021-10-08T00:00:00.000,2021-10-08T00:00:00.000,2021-10-08T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15486,VLS54Z,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2021-10-27T00:00:00.000,2021-10-27T00:00:00.000,2021-10-27T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15487,VLX51K,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2021-10-21T00:00:00.000,2021-10-21T00:00:00.000,2021-10-21T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15488,VLZ04G,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2022-12-22T00:00:00.000,2021-11-11T00:00:00.000,2021-11-11T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15489,VNJ94P,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2021-12-30T00:00:00.000,2021-12-30T00:00:00.000,2021-12-30T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
15490,VNJ95P,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2021-12-30T00:00:00.000,2021-12-30T00:00:00.000,2021-12-30T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15491,VNJ96P,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2021-12-30T00:00:00.000,2021-12-30T00:00:00.000,2021-12-30T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15492,VNJ97P,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2021-12-30T00:00:00.000,2021-12-30T00:00:00.000,2021-12-30T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15493,VNJ98P,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2021-12-30T00:00:00.000,2021-12-30T00:00:00.000,2021-12-30T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15494,VNJ99P,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2021-12-30T00:00:00.000,2021-12-30T00:00:00.000,2021-12-30T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15495,VNK02V,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2021-12-17T00:00:00.000,2021-12-17T00:00:00.000,2021-12-17T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2018/1832AX
15496,VNL98S,Bedrijfsauto,MERCEDES-BENZ,EVITO,gesloten opbouw,N.v.t.,2161,Ja,4,N1,2022-02-21T00:00:00.000,2021-12-30T00:00:00.000,2021-12-30T00:00:00.000,6,,0.03,1,Elektriciteit,Z,,AX,715/2007*2017/1347AX
