,DateLastVerified,ID,NumberOfPoints,DateLastStatusUpdate,DataQualityLevel,DateCreated,Address_ID,Address_Title,Address_Line1,Address_Town,Postcode,LAT,LON,UsageCost,MetadataValues,DateLastConfirmed,Address_Type
2872,2016-06-04T02:52:00Z,50938,1,2016-06-04T02:52:00Z,3.0,2015-07-22T09:54:00Z,51284,Burgemeester van der Feltzweg 41,Burgemeester van der Feltzweg 41,Voorst,7391,52.2418556830418,6.12382739793247,0.00 jaarabonnement,,,Straat
2873,2016-06-04T02:52:00Z,50935,1,2016-06-04T02:52:00Z,3.0,2015-07-22T09:54:00Z,51281,Maagdenburgstraat 34,Maagdenburgstraat 34,Deventer,7421,52.2405477972347,6.22171667563248,0.00 jaarabonnement,,,Straat
2874,2016-06-04T02:52:00Z,50931,1,2016-06-04T02:52:00Z,3.0,2015-07-22T09:54:00Z,51277,Maagdenburgstraat 26,Maagdenburgstraat 26,Deventer,7421,52.2388708296583,6.22011003243256,0.00 jaarabonnement,,,Straat
2875,2016-06-04T02:52:00Z,50930,1,2016-06-04T02:52:00Z,3.0,2015-07-22T09:54:00Z,51276,Argusvlinder 14,Argusvlinder 14,Apeldoorn,7323,52.23745,5.99902,0.00 jaarabonnement,,,Straat
2876,2016-06-04T02:52:00Z,50929,1,2016-06-04T02:52:00Z,3.0,2015-07-22T09:54:00Z,51275,Nijkerkerstraat,Nijkerkerstraat,Putten,3862,52.23605,5.49757,0.00 jaarabonnement,,,Straat
2877,2016-06-04T02:52:00Z,50928,1,2016-06-04T02:52:00Z,3.0,2015-07-22T09:54:00Z,51274,Berencamperweg 4,Berencamperweg 4,Nijkerk,3861,52.2336477,5.48733,0.00 jaarabonnement,,,Straat
2878,2016-06-04T02:52:00Z,50925,1,2016-06-04T02:52:00Z,3.0,2015-07-22T09:54:00Z,51271,Gentiaanstraat 224,Gentiaanstraat 224,Apeldoorn,7322,52.22713,5.98311,0.00 jaarabonnement,,,Straat
2879,2016-06-04T02:52:00Z,50924,1,2016-06-04T02:52:00Z,3.0,2015-07-22T09:54:00Z,51270,Burgemeester Gülcherlaan 31,Burgemeester Gülcherlaan 31,Hilversum,1217,52.22496,5.16249,0.00 jaarabonnement,,,Straat
2880,2016-06-04T02:51:00Z,50921,1,2016-06-04T02:51:00Z,3.0,2015-07-22T09:54:00Z,51267,Briljant 20,Briljant 20,De Ronde Venen,3641,52.2158711,4.862582,0.00 jaarabonnement,,,Straat
2881,2016-06-04T02:51:00Z,50919,1,2016-06-04T02:51:00Z,3.0,2015-07-22T09:54:00Z,51265,Mijdrechtse dwarsweg 6,Mijdrechtse dwarsweg 6,De Ronde Venen,3648,52.2072501,4.9132591,0.00 jaarabonnement,,,Straat
2882,2016-04-27T09:45:00Z,50917,1,2016-04-27T09:45:00Z,3.0,2015-07-22T09:54:00Z,51263,Tuinslak 58,Tuinslak 58,Amersfoort,3824,52.2019,5.3727,0.00 jaarabonnement,,,Straat
2883,2016-06-04T02:51:00Z,50916,1,2016-06-04T02:51:00Z,3.0,2015-07-22T09:54:00Z,51262,Elsgeesterweg,Elsgeesterweg,Katwijk,2231,52.2011,4.45906,0.00 jaarabonnement,,,Straat
2884,2016-06-04T02:51:00Z,50911,2,2016-06-04T02:51:00Z,3.0,2015-07-22T09:54:00Z,51257,Paramariboweg 84,Paramariboweg 84,Apeldoorn,7333,52.178273,5.981038,0.00 afhankelijk van pas,,,Straat
2885,2016-06-04T02:51:00Z,50906,1,2016-06-04T02:51:00Z,3.0,2015-07-22T09:54:00Z,51252,Scholeksterstraat 7,Scholeksterstraat 7,Amersfoort,3815,52.16705,5.41024,0.00 jaarabonnement,,,Straat
2886,2016-06-04T02:51:00Z,50905,1,2016-06-04T02:51:00Z,3.0,2015-07-22T09:54:00Z,51251,Nijverheidsweg 60,Nijverheidsweg 60,Barneveld,3771,52.16615,5.57858,0.00 jaarabonnement,,,Straat
2887,2016-06-04T02:51:00Z,50904,1,2016-06-04T02:51:00Z,3.0,2015-07-22T09:54:00Z,51250,Compagnieweg 2,Compagnieweg 2,Barneveld,3771,52.16548,5.61166,0.00 jaarabonnement,,,Straat
2888,2016-06-04T02:51:00Z,50901,1,2016-06-04T02:51:00Z,3.0,2015-07-22T09:54:00Z,51247,Ehzerallee 14b,Ehzerallee 14b,Lochem,7218,52.162492,6.325993,0.00 gratis,,,Straat
2889,2016-06-04T02:51:00Z,50900,1,2016-06-04T02:51:00Z,3.0,2015-07-22T09:54:00Z,51246,Meubelplein 8,Meubelplein 8,Leiderdorp,2353,52.15881,4.54636,0.00 jaarabonnement,,,Straat
2890,2016-06-04T02:51:00Z,50899,2,2016-06-04T02:51:00Z,3.0,2015-07-22T09:54:00Z,51245,Prinses Marijkelaan 2,Prinses Marijkelaan 2,De Bilt,3738,52.155237,5.177122,0.00 afhankelijk van pas,,,Straat
2891,2016-06-04T02:50:00Z,50898,1,2016-06-04T02:50:00Z,3.0,2015-07-22T09:54:00Z,51244,Bloemendaalselaan 42,Bloemendaalselaan 42,Leiderdorp,2351,52.14462,4.53216,0.00 jaarabonnement,,,Straat
2892,2016-06-04T02:50:00Z,50897,1,2016-06-04T02:50:00Z,3.0,2015-07-22T09:54:00Z,51243,Klaverhof 49,Klaverhof 49,Alphen aan den Rijn,2403,52.14378052,4.68526271,0.00 jaarabonnement,,,Straat
2893,2016-06-04T02:50:00Z,50895,1,2016-06-04T02:50:00Z,3.0,2015-07-22T09:54:00Z,51241,Daam Fockemalaan,Daam Fockemalaan,Amersfoort,3818,52.1417,5.35314,0.00 jaarabonnement,,,Straat
2894,2016-06-04T02:50:00Z,50894,1,2016-06-04T02:50:00Z,3.0,2015-07-22T09:54:00Z,51240,Planetensingel 19,Planetensingel 19,Alphen aan den Rijn,2402,52.1409568786621,4.66674709320068,0.00 jaarabonnement,,,Straat
2895,2016-06-04T02:50:00Z,50893,1,2016-06-04T02:50:00Z,3.0,2015-07-22T09:54:00Z,51239,Boekweitakker 36,Boekweitakker 36,Barneveld,3773,52.13903,5.60405,0.00 jaarabonnement,,,Straat
2896,2016-06-04T02:50:00Z,50892,1,2016-06-04T02:50:00Z,3.0,2015-07-22T09:54:00Z,51238,Produktieweg 17,Produktieweg 17,Alphen aan den Rijn,2404,52.1319487,4.642019,0.00 jaarabonnement,,,Straat
2897,2016-06-04T02:50:00Z,50891,1,2016-06-04T02:50:00Z,3.0,2015-07-22T09:54:00Z,51237,Welsumerlaan 22,Welsumerlaan 22,Barneveld,3772,52.1292691,5.59294829999999,0.00 jaarabonnement,,,Straat
2898,2016-06-04T02:50:00Z,50890,1,2016-06-04T02:50:00Z,3.0,2015-07-22T09:54:00Z,51236,H.A. Lorentzweg 2A,H.A. Lorentzweg 2A,Alphen aan den Rijn,2408,52.12907,4.63948,0.00 jaarabonnement,,,Straat
2899,2016-06-04T02:50:00Z,50889,1,2016-06-04T02:50:00Z,3.0,2015-07-22T09:54:00Z,51235,Brahmalaan 59,Brahmalaan 59,Barneveld,3772,52.12546,5.595,0.00 jaarabonnement,,,Straat
2900,2016-06-04T02:50:00Z,50888,1,2016-06-04T02:50:00Z,3.0,2015-07-22T09:54:00Z,51234,Nieuwedijk 19,Nieuwedijk 19,Alphen aan den Rijn,2405,52.11906795,4.66660974,0.00 jaarabonnement,,,Straat
2901,2016-06-04T02:50:00Z,50887,1,2016-06-04T02:50:00Z,3.0,2015-07-22T09:54:00Z,51233,Lisdodde 64,Lisdodde 64,Alphen aan den Rijn,2408,52.1182512,4.6407143,0.00 jaarabonnement,,,Straat
2902,2016-06-04T02:50:00Z,50886,1,2016-06-04T02:50:00Z,3.0,2015-07-22T09:54:00Z,51232,Zonneplein,Zonneplein,De Bilt,3721,52.1179886,5.18088469999998,0.00 jaarabonnement,,,Straat
2903,2016-06-04T02:50:00Z,50883,4,2016-06-04T02:50:00Z,3.0,2015-07-22T09:54:00Z,51229,Zwolsestraat 426,Zwolsestraat 426,Den Haag,2587,52.11319972581,4.2935889959335,0.00 jaarabonnement,,,Straat
2904,2016-06-04T02:50:00Z,50882,1,2016-06-04T02:50:00Z,3.0,2015-07-22T09:54:00Z,51228,Blanckenhagenweg 4,Blanckenhagenweg 4,Zeist,3712,52.10929,5.26114,0.00 jaarabonnement,,,Straat
2905,2016-06-04T02:50:00Z,50878,1,2016-06-04T02:50:00Z,3.0,2015-07-22T09:54:00Z,51224,Suzannaland 374,Suzannaland 374,Den Haag,2591,52.100165,4.361123,0.00 jaarabonnement,,,Straat
2906,2016-06-04T02:50:00Z,50875,1,2016-06-04T02:50:00Z,3.0,2015-07-22T09:54:00Z,51221,Hoefblad,Hoefblad,Leidschendam-Voorburg,2266,52.094779,4.471,0.00 jaarabonnement,,,Straat
2907,2016-06-04T02:50:00Z,50873,1,2016-06-04T02:50:00Z,3.0,2015-07-22T09:54:00Z,51219,Park Coldenhove 6,Park Coldenhove 6,Brummen,6961,52.09184,6.03437,0.00 jaarabonnement,,,Straat
2908,2018-11-29T09:48:00Z,50872,1,2018-11-29T09:48:00Z,3.0,2015-07-22T09:54:00Z,51218,Zwitsersekade,Zwitsersekade,Zeist,3707,52.0908,5.283869999999979,0.00 jaarabonnement,,,Straat
2909,2016-06-04T02:50:00Z,50870,1,2016-06-04T02:50:00Z,3.0,2015-07-22T09:54:00Z,51216,Vlielandsestraat 65,Vlielandsestraat 65,Den Haag,2583,52.089585,4.260093,0.00 jaarabonnement,,,Straat
2910,2016-06-04T02:50:00Z,50869,1,2016-06-04T02:50:00Z,3.0,2015-07-22T09:54:00Z,51215,Kranenburgweg 37,Kranenburgweg 37,Den Haag,2581,52.089137,4.26902,0.00 jaarabonnement,,,Straat
2911,2016-06-04T02:50:00Z,50867,2,2016-06-04T02:50:00Z,3.0,2015-07-22T09:54:00Z,51213,Arnhemseweg 102,Arnhemseweg 102,Ede,6731,52.086758,5.769448,0.00 afhankelijk van pas,,,Straat
2912,2016-06-04T02:50:00Z,50866,1,2016-06-04T02:50:00Z,3.0,2015-07-22T09:54:00Z,51212,Marktstraat 59,Marktstraat 59,Scherpenzeel,3925,52.08502,5.48965,0.00 jaarabonnement,,,Straat
2913,2016-06-04T02:49:00Z,50865,1,2016-06-04T02:49:00Z,3.0,2015-07-22T09:54:00Z,51211,Trompstraat 316A,Trompstraat 316A,Den Haag,2518,52.084513,4.298341,0.00 jaarabonnement,,,Straat
2914,2016-06-04T02:49:00Z,50864,1,2016-06-04T02:49:00Z,3.0,2015-07-22T09:54:00Z,51210,Dassenlaan 17,Dassenlaan 17,Ede,6741,52.08334,5.61504,0.00 jaarabonnement,,,Straat
2915,2016-06-04T02:49:00Z,50863,2,2016-06-04T02:49:00Z,3.0,2015-07-22T09:54:00Z,51209,Hendrika van Tussenbroeklaan,Hendrika van Tussenbroeklaan,Utrecht,3454,52.082707078386,5.0836671888828,0.00 jaarabonnement,,,Straat
2916,2021-11-23T09:54:00Z,50858,2,2021-11-23T09:54:00Z,3.0,2015-07-22T09:54:00Z,51204,Fastned Bijleveld,Bijleveld,Woerden,3481,52.079367538130214,4.981226921081543,0.00 per kWh,,,Tankstation
2917,2016-06-04T02:49:00Z,50857,1,2016-06-04T02:49:00Z,3.0,2015-07-22T09:54:00Z,51203,Burgemeester Colijnstraat 209,Burgemeester Colijnstraat 209,Alphen aan den Rijn,2771,52.07932508,4.66072083,0.00 jaarabonnement,,,Straat
2918,2016-06-04T02:49:00Z,50856,1,2016-06-04T02:49:00Z,3.0,2015-07-22T09:54:00Z,51202,Ruysdaellaan 2,Ruysdaellaan 2,Woudenberg,3931,52.0786248,5.4237889,0.00 jaarabonnement,,,Straat
2919,2016-06-04T02:48:00Z,50852,1,2016-06-04T02:48:00Z,3.0,2015-07-22T09:54:00Z,51198,Middellandse zee 9,Middellandse zee 9,Woerden,3446,52.0753,4.90756,0.00 jaarabonnement,,,Straat
2920,2021-09-12T06:26:00Z,50850,1,2021-09-12T06:26:00Z,3.0,2015-07-22T09:54:00Z,51196,Broekveldselaan 7a,Broekveldselaan 7a,Bodegraven-Reeuwijk,2411,52.072834,4.745983,0.00 afhankelijk van pas,,,Straat
2921,2016-06-04T02:45:00Z,50849,1,2016-06-04T02:45:00Z,3.0,2015-07-22T09:54:00Z,51195,Distelveld 1,Distelveld 1,Den Haag,2492,52.068469,4.400686,0.00 jaarabonnement,,,Straat
2922,2016-06-04T02:45:00Z,50848,1,2016-06-04T02:45:00Z,3.0,2015-07-22T09:54:00Z,51194,Kijkduinsestraat 914,Kijkduinsestraat 914,Den Haag,2554,52.06504,4.225831,0.00 jaarabonnement,,,Straat
2923,2016-06-04T02:45:00Z,50847,1,2016-06-04T02:45:00Z,3.0,2015-07-22T09:54:00Z,51193,Harriëtte Freezerhof 86,Harriëtte Freezerhof 86,Den Haag,2492,52.063495,4.404794,0.00 jaarabonnement,,,Straat
2924,2016-06-04T02:45:00Z,50846,1,2016-06-04T02:45:00Z,3.0,2015-07-22T09:54:00Z,51192,Loenensestraat 169,Loenensestraat 169,Den Haag,2574,52.062818,4.277086,0.00 jaarabonnement,,,Straat
2925,2016-06-04T02:45:00Z,50845,1,2016-06-04T02:45:00Z,3.0,2015-07-22T09:54:00Z,51191,Haags Kwartier 47,Haags Kwartier 47,Den Haag,2491,52.061915,4.381595,0.00 jaarabonnement,,,Straat
2926,2016-06-04T02:45:00Z,50844,1,2016-06-04T02:45:00Z,3.0,2015-07-22T09:54:00Z,51190,Westmaasstraat 17,Westmaasstraat 17,Den Haag,2493,52.058657,4.402321,0.00 jaarabonnement,,,Straat
2927,2016-06-04T02:45:00Z,50841,1,2016-06-04T02:45:00Z,3.0,2015-07-22T09:54:00Z,51187,Welgelegenlaan 26,Welgelegenlaan 26,Utrechtse Heuvelrug,3971,52.05233,5.29393,0.00 jaarabonnement,,,Straat
2928,2016-06-04T02:44:00Z,50838,1,2016-06-04T02:44:00Z,3.0,2015-07-22T09:54:00Z,51184,Bastion 73,Bastion 73,Veenendaal,3905,52.042893261145,5.5677522718906,0.00 jaarabonnement,,,Straat
2929,2016-06-04T02:44:00Z,50837,1,2016-06-04T02:44:00Z,3.0,2015-07-22T09:54:00Z,51183,Tormentil 19,Tormentil 19,Pijnacker-Nootdorp,2631,52.0415441,4.395801,0.00 jaarabonnement,,,Straat
2930,2016-06-04T02:44:00Z,50836,1,2016-06-04T02:44:00Z,3.0,2015-07-22T09:54:00Z,51182,Jonkheer van Riemsdijklaan 1,Jonkheer van Riemsdijklaan 1,Den Haag,2497,52.038313,4.362326,0.00 jaarabonnement,,,Straat
2931,2016-06-04T02:44:00Z,50834,2,2016-06-04T02:44:00Z,3.0,2015-07-22T09:54:00Z,51180,Katwijkerlaan 75,Katwijkerlaan 75,Pijnacker-Nootdorp,2641,52.036577,4.458795,0.00 afhankelijk van pas,,,Straat
2932,2016-06-04T02:44:00Z,50833,1,2016-06-04T02:44:00Z,3.0,2015-07-22T09:54:00Z,51179,Slangenwortel 16,Slangenwortel 16,Den Haag,2498,52.035843,4.388521,0.00 jaarabonnement,,,Straat
2933,2016-06-04T02:44:00Z,50832,1,2016-06-04T02:44:00Z,3.0,2015-07-22T09:54:00Z,51178,Koolhovenlaan 1,Koolhovenlaan 1,Den Haag,2497,52.035039,4.355483,0.00 jaarabonnement,,,Straat
2934,2016-06-04T02:44:00Z,50831,1,2016-06-04T02:44:00Z,3.0,2015-07-22T09:54:00Z,51177,Van Veendijk 13,Van Veendijk 13,Den Haag,2497,52.032091,4.364558,0.00 jaarabonnement,,,Straat
2935,2016-03-03T12:37:00Z,50830,1,2016-03-03T12:37:00Z,3.0,2015-07-22T09:54:00Z,51176,Mandolinestraat 40,Mandolinestraat 40,Rijswijk,2287,52.03187,4.321692,0.00 afhankelijk van pas,,,Straat
2936,2016-06-04T02:44:00Z,50828,1,2016-06-04T02:44:00Z,3.0,2015-07-22T09:54:00Z,51174,Colenstraat 4,Colenstraat 4,Westland,2291,52.030176,4.272655,0.00 jaarabonnement,,,Straat
2937,2016-06-04T02:44:00Z,50827,1,2016-06-04T02:44:00Z,3.0,2015-07-22T09:54:00Z,51173,Nijverheidlaan 9,Nijverheidlaan 9,Ede,6717,52.02815,5.65838,0.00 jaarabonnement,,,Straat
2938,2016-06-04T02:44:00Z,50826,1,2016-06-04T02:44:00Z,3.0,2015-07-22T09:54:00Z,51172,Rubenslaan 14,Rubenslaan 14,Westland,2681,52.026489,4.179227,0.00 jaarabonnement,,,Straat
2939,2016-06-04T02:44:00Z,50825,1,2016-06-04T02:44:00Z,3.0,2015-07-22T09:54:00Z,51171,Herenstraat,Herenstraat,Westland,2291,52.025502,4.281268,0.00 jaarabonnement,,,Straat
2940,2016-06-04T02:44:00Z,50824,1,2016-06-04T02:44:00Z,3.0,2015-07-22T09:54:00Z,51170,Dahliastraat 71,Dahliastraat 71,Poeldijk,2685,52.02437,4.217489,0.00 jaarabonnement,,,Straat
2941,2016-06-04T02:44:00Z,50823,1,2016-06-04T02:44:00Z,3.0,2015-07-22T09:54:00Z,51169,Verdilaan 81,Verdilaan 81,Westland,2681,52.022507,4.181194,0.00 jaarabonnement,,,Straat
2942,2016-06-04T02:44:00Z,50822,1,2016-06-04T02:44:00Z,3.0,2015-07-22T09:54:00Z,51168,MacBridestraat 41,MacBridestraat 41,Veenendaal,3902,52.02243,5.57476,0.00 jaarabonnement,,,Straat
2943,2016-06-04T02:44:00Z,50821,1,2016-06-04T02:44:00Z,3.0,2015-07-22T09:54:00Z,51167,Utrechthaven 3,Utrechthaven 3,Nieuwegein,3433,52.02091,5.09931,0.00 jaarabonnement,,,Straat
2944,2016-06-04T02:44:00Z,50820,1,2016-06-04T02:44:00Z,3.0,2015-07-22T09:54:00Z,51166,Plantagelaan 24,Plantagelaan 24,Veenendaal,3903,52.01542,5.55007,0.00 jaarabonnement,,,Straat
2945,2016-06-04T02:44:00Z,50819,1,2016-06-04T02:44:00Z,3.0,2015-07-22T09:54:00Z,51165,Natuursteen 7,Natuursteen 7,Houten,3991,52.013,5.1783,0.00 jaarabonnement,,,Straat
2946,2016-06-04T02:44:00Z,50817,1,2016-06-04T02:44:00Z,3.0,2015-07-22T09:54:00Z,51163,Endeldijk 3,Endeldijk 3,Westland,2675,52.008969,4.229882,0.00 jaarabonnement,,,Straat
2947,2016-06-04T02:43:00Z,50816,1,2016-06-04T02:43:00Z,3.0,2015-07-22T09:54:00Z,51162,Bachlaan 78,Bachlaan 78,Arnhem,6815,52.0054879,5.906855,0.00 jaarabonnement,,,Straat
2948,2016-06-04T02:43:00Z,50815,1,2016-06-04T02:43:00Z,3.0,2015-07-22T09:54:00Z,51161,Commandeursweg 97,Commandeursweg 97,Ede,6721,52.00522,5.66897,0.00 jaarabonnement,,,Straat
2949,2016-06-04T02:43:00Z,50814,1,2016-06-04T02:43:00Z,3.0,2015-07-22T09:54:00Z,51160,Zuidmade 2,Zuidmade 2,Delft,2614,52.004435,4.324311,0.00 jaarabonnement,,,Straat
2950,2016-06-04T02:43:00Z,50813,1,2016-06-04T02:43:00Z,3.0,2015-07-22T09:54:00Z,51159,Helena Coetsstraat 21,Helena Coetsstraat 21,Arnhem,6815,52.0041,5.899422,0.00 jaarabonnement,,,Straat
2951,2016-06-04T02:43:00Z,50811,1,2016-06-04T02:43:00Z,3.0,2015-07-22T09:54:00Z,51157,Dreeslaan 238,Dreeslaan 238,Westland,2672,51.998826,4.218154,0.00 jaarabonnement,,,Straat
2952,2016-06-04T02:43:00Z,50810,1,2016-06-04T02:43:00Z,3.0,2015-07-22T09:54:00Z,51156,Naaldwijkseweg 26A,Naaldwijkseweg 26A,Westland,2691,51.998813,4.161489,0.00 jaarabonnement,,,Straat
2953,2016-06-04T02:43:00Z,50809,1,2016-06-04T02:43:00Z,3.0,2015-07-22T09:53:00Z,51155,Oudlaan 217,Oudlaan 217,Westland,2672,51.997813,4.218272,0.00 jaarabonnement,,,Straat
2954,2016-06-04T02:43:00Z,50808,1,2016-06-04T02:43:00Z,3.0,2015-07-22T09:53:00Z,51154,Dreeslaan 112,Dreeslaan 112,Westland,2672,51.995413,4.221425,0.00 jaarabonnement,,,Straat
2955,2016-06-04T02:43:00Z,50807,1,2016-06-04T02:43:00Z,3.0,2015-07-22T09:53:00Z,51153,Vondellaan 38,Vondellaan 38,Arnhem,6824,51.99532,5.9464884,0.00 jaarabonnement,,,Straat
2956,2016-06-04T02:43:00Z,50806,1,2016-06-04T02:43:00Z,3.0,2015-07-22T09:53:00Z,51152,Nobelstraat 10-BU2,Nobelstraat 10-BU2,Westland,2693,51.9946174,4.18070450000005,0.00 jaarabonnement,,,Straat
2957,2016-06-04T02:43:00Z,50805,1,2016-06-04T02:43:00Z,3.0,2015-07-22T09:53:00Z,51151,Hoefblad 30,Hoefblad 30,Westland,2671,51.994022,4.19851,0.00 jaarabonnement,,,Straat
2958,2016-06-04T02:43:00Z,50804,1,2016-06-04T02:43:00Z,3.0,2015-07-22T09:53:00Z,51150,Scheldestraat 2c,Scheldestraat 2c,Rheden,6882,51.9908165,5.97785120000003,0.00 jaarabonnement,,,Straat
2959,2016-06-04T02:43:00Z,50803,1,2016-06-04T02:43:00Z,3.0,2015-07-22T09:53:00Z,51149,Van Pallandtstraat 9,Van Pallandtstraat 9,Arnhem,6814,51.98887,5.899106,0.00 jaarabonnement,,,Straat
2960,2016-06-04T02:43:00Z,50802,2,2016-06-04T02:43:00Z,3.0,2015-07-22T09:53:00Z,51148,Reigerstraat 20,Reigerstraat 20,Rheden,6883,51.987965,5.982297,0.00 afhankelijk van pas,,,Straat
2961,2016-06-04T02:43:00Z,50801,1,2016-06-04T02:43:00Z,3.0,2015-07-22T09:53:00Z,51147,Florastraat 47,Florastraat 47,Westland,2672,51.9878,4.216429,0.00 jaarabonnement,,,Straat
2962,2016-06-04T02:43:00Z,50800,2,2016-06-04T02:43:00Z,3.0,2015-07-22T09:53:00Z,51146,Gruttostraat 10,Gruttostraat 10,Rheden,6883,51.987777,5.98227,0.00 afhankelijk van pas,,,Straat
2963,2016-06-04T02:43:00Z,50799,1,2016-06-04T02:43:00Z,3.0,2015-07-22T09:53:00Z,51145,Sweerts de Landasstraat 83,Sweerts de Landasstraat 83,Arnhem,6814,51.9862,5.90179,0.00 jaarabonnement,,,Straat
2964,2016-06-04T02:43:00Z,50798,1,2016-06-04T02:43:00Z,3.0,2015-07-22T09:53:00Z,51144,Weldamlaan 6I,Weldamlaan 6I,Arnhem,6825,51.98511,5.96045,0.00 jaarabonnement,,,Straat
2965,2016-06-04T02:43:00Z,50797,1,2016-06-04T02:43:00Z,3.0,2015-07-22T09:53:00Z,51143,Veilingweg 22,Veilingweg 22,Westland,2678,51.98091,4.243452,0.00 jaarabonnement,,,Straat
2966,2016-06-04T02:43:00Z,50796,1,2016-06-04T02:43:00Z,3.0,2015-07-22T09:53:00Z,51142,Maasvlakteweg,Maasvlakteweg,Rotterdam,3199,51.98053,4.04638,0.00 jaarabonnement,,,Straat
2967,2016-06-04T02:43:00Z,50794,1,2016-06-04T02:43:00Z,3.0,2015-07-22T09:53:00Z,51140,Heulstraat 1,Heulstraat 1,Westland,2678,51.975553,4.238863,0.00 jaarabonnement,,,Straat
2968,2016-06-04T02:43:00Z,50793,1,2016-06-04T02:43:00Z,3.0,2015-07-22T09:53:00Z,51139,De Dijk 40A,De Dijk 40A,Rhenen,3911,51.97115,5.59551,0.00 jaarabonnement,,,Straat
2969,2016-06-04T02:43:00Z,50792,2,2016-06-04T02:43:00Z,3.0,2015-07-22T09:53:00Z,51138,S.L. van Alterenlaan,S.L. van Alterenlaan,Lopik,3413,51.969763,4.978032,0.00 afhankelijk van pas,,,Straat
2970,2016-06-04T02:43:00Z,50790,1,2016-06-04T02:43:00Z,3.0,2015-07-22T09:53:00Z,51136,De Eelinkes 13,De Eelinkes 13,Winterswijk,7101,51.96492,6.7284,0.00 jaarabonnement,,,Straat
2971,2016-06-04T02:43:00Z,50789,1,2016-06-04T02:43:00Z,3.0,2015-07-22T09:53:00Z,51135,Rupsklaver 106,Rupsklaver 106,Rotterdam,3069,51.96447,4.53223,0.00 jaarabonnement,,,Straat
2972,2016-06-04T02:43:00Z,50787,1,2016-06-04T02:43:00Z,3.0,2015-07-22T09:53:00Z,51133,Rietbaan 17,Rietbaan 17,Capelle aan den IJssel,2908,51.95867,4.57485,0.00 jaarabonnement,,,Straat
2973,2016-06-04T02:43:00Z,50784,1,2016-06-04T02:43:00Z,3.0,2015-07-22T09:53:00Z,51130,Zuidhovenplantsoen 2,Zuidhovenplantsoen 2,Arnhem,6843,51.95781,5.86238,0.00 jaarabonnement,,,Straat
2974,2016-06-04T02:43:00Z,50782,4,2016-06-04T02:43:00Z,3.0,2015-07-22T09:53:00Z,51128,Hoofdweg,Hoofdweg,Capelle aan den IJssel,2908,51.955648664007,4.5753912627697,0.00 jaarabonnement,,,Straat
2975,2016-06-04T02:43:00Z,50781,2,2016-06-04T02:43:00Z,3.0,2015-07-22T09:53:00Z,51127,Hoofdweg 3,Hoofdweg 3,Capelle aan den IJssel,2908,51.952335,4.565865,0.00 afhankelijk van pas,,,Straat
2976,2016-06-04T02:43:00Z,50780,1,2016-06-04T02:43:00Z,3.0,2015-07-22T09:53:00Z,51126,Zeemanhof 1,Zeemanhof 1,Krimpenerwaard,2871,51.94916,4.84118,0.00 jaarabonnement,,,Straat
2977,2016-06-04T02:43:00Z,50779,2,2016-06-04T02:43:00Z,3.0,2015-07-22T09:53:00Z,51125,Rijndwarsweg 6,Rijndwarsweg 6,Rotterdam,3198,51.948612,4.14841,0.00 afhankelijk van pas,,,Straat
2978,2016-06-04T02:43:00Z,50776,1,2016-06-04T02:43:00Z,3.0,2015-07-22T09:53:00Z,51122,Transportweg 49,Transportweg 49,Westland,2676,51.94489,4.23229,0.00 jaarabonnement,,,Straat
2979,2016-06-04T02:42:00Z,50775,1,2016-06-04T02:42:00Z,3.0,2015-07-22T09:53:00Z,51121,Rozenstraat 33,Rozenstraat 33,Montferland,6942,51.94204,6.13545,0.00 jaarabonnement,,,Straat
2980,2016-06-04T02:42:00Z,50774,1,2016-06-04T02:42:00Z,3.0,2015-07-22T09:53:00Z,51120,Nicolaas Arie van der Burgsingel 34,Nicolaas Arie van der Burgsingel 34,Schiedam,3123,51.94061,4.36809,0.00 jaarabonnement,,,Straat
2981,2016-06-04T02:42:00Z,50773,1,2016-06-04T02:42:00Z,3.0,2015-07-22T09:53:00Z,51119,Kromhoutstraat 17,Kromhoutstraat 17,Rotterdam,3067,51.94186,4.55035,0.00 jaarabonnement,,,Straat
2982,2016-06-04T02:42:00Z,50772,1,2016-06-04T02:42:00Z,3.0,2015-07-22T09:53:00Z,51118,Rozenstraat 23,Rozenstraat 23,Montferland,6942,51.94166,6.13541,0.00 jaarabonnement,,,Straat
2983,2016-06-04T02:42:00Z,50771,1,2016-06-04T02:42:00Z,3.0,2015-07-22T09:53:00Z,51117,Emily Brontësingel 52,Emily Brontësingel 52,Arnhem,6836,51.941405,5.905678,0.00 jaarabonnement,,,Straat
2984,2016-06-04T02:42:00Z,50769,1,2016-06-04T02:42:00Z,3.0,2015-07-22T09:53:00Z,51115,Paradijslaan 85A,Paradijslaan 85A,Rotterdam,3034,51.9359,4.49337,0.00 jaarabonnement,,,Straat
2985,2016-06-04T02:42:00Z,50768,1,2016-06-04T02:42:00Z,3.0,2015-07-22T09:53:00Z,51114,Willem Weltevredenlaan 50,Willem Weltevredenlaan 50,Maassluis,3145,51.93284,4.22711,0.00 jaarabonnement,,,Straat
2986,2016-06-04T02:42:00Z,50767,1,2016-06-04T02:42:00Z,3.0,2015-07-22T09:53:00Z,51113,Spoorstraat 69,Spoorstraat 69,Neder-Betuwe,4041,51.9325092,5.5880742,0.00 jaarabonnement,,,Straat
